policy,abstain_fraction,kept_fraction,accuracy,set_size_lt
by_confidence,0.945843621399177,0.05415637860082304,0.9088145896656535,
by_confidence,0.945679012345679,0.05432098765432099,0.9090909090909091,
by_confidence,0.9455144032921811,0.05448559670781893,0.9093655589123867,
by_confidence,0.9453497942386831,0.05465020576131687,0.9096385542168675,
by_confidence,0.9451851851851852,0.054814814814814816,0.9099099099099099,
by_confidence,0.9450205761316872,0.054979423868312755,0.907185628742515,
by_confidence,0.9448559670781893,0.0551440329218107,0.9074626865671642,
by_confidence,0.9446913580246914,0.055308641975308645,0.9077380952380952,
by_confidence,0.9445267489711934,0.05547325102880658,0.9080118694362018,
by_confidence,0.9443621399176955,0.05563786008230453,0.908284023668639,
by_confidence,0.9441975308641976,0.05580246913580247,0.9085545722713865,
by_confidence,0.9440329218106996,0.05596707818930041,0.9088235294117647,
by_confidence,0.9438683127572016,0.05613168724279836,0.9090909090909091,
by_confidence,0.9437037037037037,0.056296296296296296,0.9064327485380117,
by_confidence,0.9435390946502058,0.05646090534979424,0.9067055393586005,
by_confidence,0.9433744855967078,0.05662551440329218,0.9069767441860465,
by_confidence,0.9432098765432099,0.056790123456790124,0.9072463768115943,
by_confidence,0.943045267489712,0.05695473251028806,0.9075144508670521,
by_confidence,0.9428806584362139,0.05711934156378601,0.9077809798270894,
by_confidence,0.942716049382716,0.05728395061728395,0.9080459770114943,
by_confidence,0.9425514403292181,0.05744855967078189,0.9083094555873925,
by_confidence,0.9423868312757202,0.05761316872427984,0.9085714285714286,
by_confidence,0.9422222222222222,0.057777777777777775,0.9088319088319088,
by_confidence,0.9420576131687243,0.05794238683127572,0.9090909090909091,
by_confidence,0.9418930041152264,0.058106995884773666,0.9093484419263456,
by_confidence,0.9417283950617283,0.058271604938271604,0.9096045197740112,
by_confidence,0.9415637860082304,0.05843621399176955,0.9098591549295775,
by_confidence,0.9413991769547325,0.05860082304526749,0.9101123595505618,
by_confidence,0.9412345679012346,0.05876543209876543,0.9103641456582633,
